OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
255374,1011674,PB17V012,4503-4535 Live Oak St & 4514-4522 Bryan St,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,193648,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,193648,450175.7,200208.84,215831.45,2,608.673802313471
255375,1011675,PB17V011,3805-3945 Hawick Ln & 3804-3858 Eaton Dr,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,330922,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,330922,797568.32,263668.92,284071.86,6,1038.72290132308
255376,1011676,PB17V013,4902-5032 Thursh St & 4903-5033 Wenonah Dr,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,262126,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,262126,98253.95,236943.45,309450.38,2,822.656050303429
255377,1011677,PB17V014,503-511 N Prairie Ave & 4721-4721 Tremont St,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,59560,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,59560,228804.91,86536.05,100486.81,2,186.820676273789
255378,1011678,PB17V015,5100-5152 Lahoma ST & 5101-5147 N HALL ST,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,216580,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,216580,425337.75,178442.6,197396.17,2,680.129455556343
255379,1011679,PB17V016,5300-5358 Willis Ave & 5303-5355 Richard Ave,Part of Alley Reconstruction Group 17-2004. This project consists of  the reconstruction of 10-feet concrete pavement with flex base.  ,2017,Street and Transportation,Alley Reconstruction,Complete,PBW,Jose L Lopez,214-948-4450,jose.lopez10@dallas.gov,243653,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2020/05/18 05:00:00+00,,2022/11/11 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/04 05:00:00+00,2018/10/24 05:00:00+00,2019/09/14 05:00:00+00,2019/12/11 06:00:00+00,2020/05/18 05:00:00+00,2022/11/11 06:00:00+00,02,243653,468282.68,197270.19,217597.31,14,765.855576621996
255380,1011680,PB17V017,2408-2564 Club Manor Dr & 2435-2549 Matland DR,"Alley Reconstruction 17-3001 - Alley ReconstructionDesign awarded to Salcedo Group - Design Completed.Estimated Project Start:            March 2024Estimated Project Completion:  March/2025   365 Days Contract, Estimated Progress 95%",2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Husam Mohammed,,husam.mohammed@dallas.gov,618209,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/03/04 06:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/03/04 06:00:00+00,03,618209,805583.72,425539.98,693669.44,3,1941.37800384939
255381,1011681,PB17V018,5179-5107 Chalet & 1404-1550 Drury Dr,Alley Reconstruction 17-3001 - Alley ReconstructionDesign awarded to Salcedo Group - Design is Completed.Estimated Project Start:            March 2024Estimated Project Completion:  March/2025   365 Days Contract,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Husam Mohammed,,husam.mohammed@dallas.gov,372008,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2023/05/29 05:00:00+00,,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/03/04 06:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/03/04 06:00:00+00,03,372008,1048593.23,382808.52,660475.47,3,1158.80842913232
255382,1011682,PB17V019,5306-5342 Lake Placid Dr & 1572-1568 Drury Pl,Alley Reconstruction 17-3001 - Alley ReconstructionDesign awarded to Salcedo Group - Design is Completed.Estimated Project Start:            March 2024Estimated Project Completion:  March/2025   365 Days ContractEstimated Progress %65,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Husam Mohammed,,husam.mohammed@dallas.gov,198107,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2023/05/29 05:00:00+00,,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/03/04 06:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/03/04 06:00:00+00,03,198107,370085.78,187873.63,260733.14,3,600.087742802617
255383,1011683,PB17V020,6216-6226 Autumn Woods Trl & 804-814 W Red Bird LN,Alley Reconstruction 17-3001 - Alley ReconstructionDesign awarded to Salcedo Group - Design is Completed.Estimated Project Start:            March 2024Estimated Project Completion:  March/2025   365 Days Contract,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Husam Mohammed,,husam.mohammed@dallas.gov,139822,,2018/10/24 05:00:00+00,,2023/05/29 05:00:00+00,,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/03/04 06:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/03/04 06:00:00+00,03,139822,704749.55,146614.63,236620.46,3,439.560151856785
255384,1011684,PB17V021,7501-7631 Ashcrest Ln & 7502-7578 Christie Ln,Alley Reconstruction 17-3001 - Alley ReconstructionDesign awarded to Salcedo Group - Design is Completed.Estimated Project Start:            March/ 2024Estimated Project Completion:  March/2025   365 Days Contract,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Husam Mohammed,,husam.mohammed@dallas.gov,456410,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2023/05/29 05:00:00+00,,2023/09/27 05:00:00+00,,2024/03/04 06:00:00+00,,2025/03/04 06:00:00+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2023/05/29 05:00:00+00,2023/09/27 05:00:00+00,2024/03/04 06:00:00+00,2025/03/04 06:00:00+00,03,456411,635803.66,423485.25,532879.31,3,1433.20038094778
255385,1011685,PB17V022,127-231 W Louisiana Ave & 118-228 Conrad St,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,416303,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,416304,1183307.46,54465.8,539723.85,4,1067.05250568984
255386,1011686,PB17V023,1608-1620 Day Star Dr & 1603-1633 Hanging Cliff Dr,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,353097,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,353098,1053127.52,103228.36,479344.35,4,905.313511991021
255387,1011687,PB17V024,1621-1631 Windchime Dr & 1614-1626 Vatican Ln,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,86377,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,86377,505338.99,9067,240966.79,4,208.289811499381
255388,1011688,PB17V025,1708-1920 Vatican Ln & 1705-1921 Windchime Dr,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,343343,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,343343,791621,32302,376872.25,4,880.398652017127
255389,1011689,PB17V026,2104-2336 Dugald Pl & 2005-2249 E Illinois Ave,"Alley Reconstruction Group 17-4002Total length of Alley PB17V026 is 1098.33 feet, the right of way is 15' including a 10-foot wide concrete pavement.Contractor HD Way Concrete225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.		",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,674981,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,674982,495982.22,351624.44,501485.6,4,1730.08735704927
255390,1011690,PB17V027,2211-2323 Deer Path Dr & 2905-3311 Kellogg Ave,"17-4002 Alley ReconstructionTotal length of Alley PB17V027 is 1654 feet, the right of way is 15' including a 10-foot wide concrete pavement and a 1580.7-foot 8"" wastewater line replacement.Contractor HD Way Concrete225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.	Construction Awarded Sep 28, 2022, construction started on 03/20/2023, anticipate completion for this alley is Winter 2024. 			",2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,561444,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2021/04/30 05:00:00+00,,2022/09/28 05:00:00+00,,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,561444,837266.8,262966.31,655272.14,4,1439.15870227484
255391,1011691,PB17V028,2603-2931 Garapan Dr & 2502-2922 Nicholson Dr,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,Under Construction,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,666398,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,666398,2040815.24,157652.4,980774.39,4,1708.36417583004
255392,1011692,PB17V029,3163-3241 E Ledbetter Dr & 3132-3244 Dahlia Dr,"Alley Reconstruction 17-4002Total length of Alley PB17V029 is 882.2 feet, the right of way is 15' including a 10-foot wide concrete pavement.225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.Contractor: HD Ways",2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,360120,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2021/04/30 05:00:00+00,,2022/09/28 05:00:00+00,,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,360120,496941.24,241845.5,369025.82,4,922.53587853481
255393,1011693,PB17V030,3864-3872 Treeline Cir & 1618-1626 Five Mile Ct,Part of Alley Reconstruction Group 17-4001,2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Hani Jaser,2149484124,hani.jaser@dallas.gov,266871,2018/12/12 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2023/08/09 05:00:00+00,,2024/04/22 05:00:00+00,,2025/04/23 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/02/01 06:00:00+00,2018/12/12 06:00:00+00,2023/03/15 05:00:00+00,2023/08/09 05:00:00+00,2024/04/22 05:00:00+00,2025/04/23 05:00:00+00,04,266872,723112.59,63155.45,338524.21,4,684.729545765747
255394,1011694,PB17V031,4307-4435 Bonnie View Rd & 4302-4446 Cicero St,"Alley Reconstruction 17-4002Design Complete - 100%. Construction Awarded Sep 28, 2022 - Contractor HD Way ConcreteTotal length of Alley PB17V031 is 1098.33 feet, the right of way is 15' including a 10-foot wide concrete pavement.225 Days as the time schedule for the whole project (considering four alleys). 60 days for change order #1, and 200 days for the suspended period due to the utility conflicts should be added to the contract terms. End of contract will be July 17, 2024.",2017,Street and Transportation,Alley Reconstruction,In Service,PBW,Daryoush Mahjoob,,daryoush.mahjoob@dallas.gov,438933,2018/10/24 05:00:00+00,2018/10/24 05:00:00+00,,2021/04/30 05:00:00+00,,2022/09/28 05:00:00+00,,2023/03/20 05:00:00+00,,2025/06/30 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/18 06:00:00+00,2018/10/24 05:00:00+00,2021/04/30 05:00:00+00,2022/09/28 05:00:00+00,2023/03/20 05:00:00+00,2025/06/30 05:00:00+00,04,438933,439499.78,278457,405097.7,4,1124.85320231128
