GEOID,NAMELSAD,population,median_income,pct_black,pct_hispanic,pct_renter,rent_burden_pct,pct_nonwhite,tif_present,tif_district_name,oz_designated,holc_grade,holc_score,cip_project_count,cip_budget_total,cip_per_capita,tool_density,south_of_i30,redline_legacy,demo_vuln,public_invest_conc,dpi,risk_tier
48113006501,Census Tract 65.01,5972,76477,1.3,92.8,22.1,4.8,94.1,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4849520376858418,0.0,29.473321319004462,Moderate
48113006502,Census Tract 65.02,3729,74450,0.2,92.9,12.9,6.1,93.10000000000001,0,,0,C,3.0,0.0,0.0,0.0,0,1,0.67,0.4838526455578895,0.0,33.68484259452613,Moderate
48113011300,Census Tract 113,5173,49643,77.6,18.5,25.2,30.7,96.1,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5726600848681443,0.0,32.54310297038505,Moderate
48113002100,Census Tract 21,3035,94451,23.0,14.9,96.6,15.7,37.9,1,"State-Thomas TIF, City Center TIF",0,D,4.0,0.0,0.0,0.0,1,0,1.0,0.2366466475071615,0.4,49.28263266275066,Moderate
48113001202,Census Tract 12.02,3490,73462,14.5,29.5,74.7,13.7,44.0,0,,0,B,2.0,0.0,0.0,0.0,0,0,0.33,0.261152941846781,0.0,17.390352964637334,Low
48113001203,Census Tract 12.03,1313,144375,0.0,47.7,11.0,0.0,47.7,0,,0,B,2.0,0.0,0.0,0.0,0,0,0.33,0.23853167592151361,0.0,16.598608657252978,Low
48113016903,Census Tract 169.03,7673,58558,26.6,50.6,36.5,21.3,77.2,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4499574113707073,0.0,28.248509397974754,Moderate
48113016617,Census Tract 166.17,5210,122218,69.1,12.6,14.4,5.3,81.69999999999999,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4244383205297821,0.0,27.35534121854237,Moderate
48113008703,Census Tract 87.03,3426,36506,28.6,68.4,31.5,37.1,97.0,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5963640244907839,0.0,45.87274085717743,Moderate
48113014002,Census Tract 140.02,2382,103672,12.3,14.4,65.0,11.0,26.700000000000003,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.16654388224413652,0.0,18.32903587854478,Low
48113014124,Census Tract 141.24,4213,203269,6.2,9.6,10.5,48.8,15.8,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.22541401434461375,0.0,20.38949050206148,Low
48113014209,Census Tract 142.09,3433,123475,13.0,26.6,97.3,1.2,39.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.20163794357114184,0.0,19.557328024989964,Low
48113018508,Census Tract 185.08,1435,34797,28.0,34.3,72.2,32.7,62.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4096645369985933,0.0,26.838258794950764,Moderate
48113015304,Census Tract 153.04,4353,62553,0.6,89.6,8.6,4.8,90.19999999999999,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4654562133199769,0.0,28.79096746619919,Moderate
48113016406,Census Tract 164.06,4346,57338,17.8,62.6,47.2,23.2,80.4,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.47165777723350855,0.0,29.0080222031728,Moderate
48113018205,Census Tract 182.05,4021,58459,5.1,70.3,60.4,23.4,75.39999999999999,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4472574410595739,0.0,28.154010437085088,Moderate
48113011500,Census Tract 115,4641,28040,41.9,57.0,72.6,27.8,98.9,0,,1,D,4.0,0.0,0.0,0.0,1,1,1.0,0.5779665633387148,0.3,57.22882971685501,High
48113005902,Census Tract 59.02,4992,37226,71.7,26.1,65.4,26.8,97.80000000000001,0,,0,D,4.0,1.0,60000000.0,12019.23076923077,0,1,1.0,0.5694638085717537,0.3,56.93123330001137,High
48113007601,Census Tract 76.01,1976,200583,0.0,10.0,21.2,5.7,10.0,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.06711481984255165,0.0,14.849018694489308,Low
48113007604,Census Tract 76.04,2882,250001,0.0,6.8,0.8,100.0,6.8,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.33399999999999996,0.0,24.189999999999998,Low
48113007605,Census Tract 76.05,1614,211023,0.0,5.6,4.1,16.1,5.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.07631168901661294,0.0,15.170909115581452,Low
48113007801,Census Tract 78.01,2517,93972,2.4,1.8,41.1,27.7,4.2,0,,0,A,1.0,0.0,0.0,0.0,0,0,0.0,0.10414679115329412,0.0,3.645137690365294,Low
48113007805,Census Tract 78.05,2484,70270,16.0,28.5,49.8,26.3,44.5,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.3014538990878151,0.0,23.05088646807353,Low
48113004700,Census Tract 47,2560,82917,4.1,70.3,64.1,16.1,74.39999999999999,1,TOD TIF (DART stations),0,,,0.0,0.0,0.0,1,1,0.5,0.42035010641007114,0.4,43.21225372435249,Moderate
48113004800,Census Tract 48,2486,51406,0.0,94.6,68.1,25.0,94.6,1,TOD TIF (DART stations),0,,,0.0,0.0,0.0,1,1,0.5,0.5480595561664078,0.4,47.68208446582427,Moderate
48113005000,Census Tract 50,3018,51330,2.6,87.8,27.2,40.7,90.39999999999999,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.574159578957861,0.0,32.59558526352513,Moderate
48113005100,Census Tract 51,2620,64421,1.2,83.1,22.3,16.5,84.3,0,,0,C,3.0,0.0,0.0,0.0,0,1,0.67,0.4710556531300484,0.0,33.23694785955169,Moderate
48113005200,Census Tract 52,4159,86853,9.5,59.5,22.4,6.2,69.0,0,,0,B,2.0,0.0,0.0,0.0,0,1,0.33,0.36364892605270577,0.0,20.977712411844703,Low
48113002500,Census Tract 25,4869,45167,24.3,68.8,55.1,23.7,93.1,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5366614271647825,0.0,31.283149950767385,Moderate
48113019019,Census Tract 190.19,7655,45809,50.7,33.0,72.0,35.7,83.7,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5256612346369806,0.0,30.898143212294315,Moderate
48113005400,Census Tract 54,4652,47047,17.8,61.8,17.7,17.1,79.6,0,,0,C,3.0,1.0,9800000.0,2106.620808254514,0,1,0.67,0.44936086337620346,0.048999999999999995,34.43763021816712,Moderate
48113005500,Census Tract 55,3456,64893,52.1,43.2,28.8,14.9,95.30000000000001,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5212555115831286,0.0,43.2439429054095,Moderate
48113005300,Census Tract 53,5919,68424,0.7,77.5,21.7,22.4,78.2,1,Davis Garden TIF,0,C,3.0,0.0,0.0,0.0,1,1,0.67,0.4582544526802177,0.4,48.788905843807626,Moderate
48113005600,Census Tract 56,7309,58058,17.0,79.6,42.4,19.7,96.6,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5421575613144783,0.0,43.975514646006744,Moderate
48113013624,Census Tract 136.24,4004,80536,33.8,14.5,86.6,18.7,48.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.2976508204423087,0.0,22.917778715480804,Low
48113005700,Census Tract 57,5403,36724,42.7,58.4,39.5,24.8,100.0,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5744639591152998,0.0,32.6062385690355,Moderate
48113007815,Census Tract 78.15,4924,40316,29.3,23.8,86.8,19.2,53.1,1,Vickery Meadow TIF,0,,,0.0,0.0,0.0,1,0,0.5,0.32316288191924886,0.4,39.81070086717371,Moderate
48113007819,Census Tract 78.19,2375,46418,18.7,51.5,91.0,23.7,70.2,1,Vickery Meadow TIF,0,,,0.0,0.0,0.0,1,0,0.5,0.42216105200546744,0.4,43.275636820191366,Moderate
48113007902,Census Tract 79.02,4788,102257,4.0,8.0,32.0,32.4,12.0,1,"Skillman Corridor TIF, Vickery Meadow TIF",0,B,2.0,0.0,0.0,0.0,1,0,0.33,0.1572443065850085,0.4,29.753550730475297,Moderate
48113002200,Census Tract 22,2918,77813,28.1,14.2,75.4,21.9,42.3,1,"City Center TIF, Deep Ellum TIF",0,D,4.0,0.0,0.0,0.0,1,0,1.0,0.27725163703608563,0.4,50.703807296263,High
48113002400,Census Tract 24,3028,49821,4.8,83.1,54.8,37.2,87.89999999999999,0,,0,B,2.0,0.0,0.0,0.0,0,0,0.33,0.5511600314881618,0.0,27.540601102085667,Moderate
48113008000,Census Tract 80,7522,250001,0.2,6.0,5.2,0.0,6.2,1,Skillman Corridor TIF,0,B,2.0,1.0,8900000.0,1183.1959585216698,1,0,0.33,0.031,0.4445,27.115000000000002,Moderate
48113008200,Census Tract 82,4186,80556,15.5,33.1,46.5,8.9,48.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.2697508144445579,0.0,21.941278505559524,Low
48113011401,Census Tract 114.01,6111,36888,78.1,14.6,57.3,26.4,92.69999999999999,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5427639099337429,0.0,31.496736847681,Moderate
48113008802,Census Tract 88.02,5494,32480,64.2,30.1,41.0,28.7,94.30000000000001,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5576652318380281,0.0,44.518283114330984,Moderate
48113009603,Census Tract 96.03,5041,152188,1.4,21.7,23.5,14.8,23.099999999999998,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.15992933290014777,0.0,18.097526651505174,Low
48113009604,Census Tract 96.04,3781,47083,11.5,14.9,33.5,56.4,26.4,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.301260852580252,0.0,23.04412984030882,Low
48113009605,Census Tract 96.05,3247,77585,11.4,70.0,64.0,10.3,81.4,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.43795170541044526,0.0,27.828309689365582,Moderate
48113009607,Census Tract 96.07,3727,135000,1.1,34.4,15.6,19.8,35.5,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.23693448736722006,0.0,20.7927070578527,Low
48113009608,Census Tract 96.08,2907,123958,4.5,20.1,8.6,43.8,24.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.2544377987254591,0.0,21.405322955391064,Low
48113009609,Census Tract 96.09,3183,190670,0.6,5.8,7.1,15.5,6.3999999999999995,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.0785177926277557,0.0,15.248122741971448,Low
48113009611,Census Tract 96.11,3538,83270,4.9,58.3,16.9,9.1,63.199999999999996,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.34335000054976883,0.0,24.51725001924191,Low
48113009702,Census Tract 97.02,3219,164547,0.6,25.9,15.5,18.0,26.5,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.18652562659001592,0.0,19.02839693065056,Low
48113009202,Census Tract 92.02,5453,48497,19.9,74.5,40.9,16.3,94.4,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5209604285392676,0.0,30.733614998874366,Moderate
48113009301,Census Tract 93.01,5267,64255,9.5,83.1,28.6,14.4,92.6,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5062557029113803,0.0,30.21894960189831,Moderate
48113009304,Census Tract 93.04,9059,33786,59.4,35.6,82.6,28.4,95.0,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.5602648401848982,0.0,32.109269406471434,Moderate
48113008500,Census Tract 85,3637,52423,8.1,73.7,30.2,32.4,81.8,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5062592511807775,0.0,30.21907379132721,Moderate
48113008604,Census Tract 86.04,2573,22619,74.4,22.0,78.3,30.6,96.4,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5738681890290801,0.0,45.0853866160178,Moderate
48113008701,Census Tract 87.01,5320,23938,74.5,24.7,66.8,31.5,99.2,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5905677934774121,0.0,45.66987277170942,Moderate
48113008704,Census Tract 87.04,4649,17442,60.8,37.8,72.5,53.5,98.6,0,,0,,,1.0,7300000.0,1570.2301570230156,0,1,0.5,0.653569741546885,0.0365,36.83494095414097,Moderate
48113008801,Census Tract 88.01,2721,41476,67.9,28.8,32.4,20.4,96.7,0,,0,D,4.0,0.0,0.0,0.0,0,1,1.0,0.5447625340497002,0.0,44.06668869173951,Moderate
48113009802,Census Tract 98.02,5776,56923,4.4,85.0,50.9,28.3,89.4,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5319579016868385,0.0,31.11852655903935,Moderate
48113009104,Census Tract 91.04,3477,71298,12.5,81.4,21.3,23.9,93.9,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.541253590803422,0.0,31.44387567811977,Moderate
48113018144,Census Tract 181.44,4790,149022,37.1,13.3,27.6,9.0,50.400000000000006,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.2790302823441058,0.0,22.266059882043702,Low
48113016524,Census Tract 165.24,2870,112857,21.9,7.9,13.9,0.0,29.799999999999997,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.14904112777706302,0.0,17.716439472197205,Low
48113018146,Census Tract 181.46,3023,136199,16.1,9.9,2.6,0.0,26.0,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.13003412780205717,0.0,17.051194473072,Low
48113018507,Census Tract 185.07,4141,38668,65.5,18.9,100.0,33.5,84.4,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5225633761339181,0.0,30.78971816468713,Moderate
48113019045,Census Tract 190.45,2731,58354,17.5,45.1,34.2,28.4,62.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.39825747254776583,0.0,26.4390115391718,Moderate
48113019047,Census Tract 190.47,4342,71760,24.9,36.9,48.5,31.5,61.8,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4035534522553775,0.0,26.62437082893821,Moderate
48113012802,Census Tract 128.02,5012,130000,2.9,39.4,26.1,25.7,42.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.28863598680493013,0.0,22.602259538172554,Low
48113016530,Census Tract 165.30,3081,69821,41.3,37.0,29.4,26.3,78.3,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4704540337373214,0.0,28.965891180806246,Moderate
48113008402,Census Tract 84.02,3707,64333,7.5,81.1,35.9,8.5,88.6,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4685556795201521,0.0,28.899448783205322,Moderate
48113016531,Census Tract 165.31,3384,79710,28.3,48.5,49.4,11.8,76.8,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4194510681494184,0.0,27.180787385229642,Moderate
48113019051,Census Tract 190.51,4552,157260,4.4,6.7,3.3,0.0,11.100000000000001,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.055527811870534655,0.0,14.443473415468713,Low
48113019216,Census Tract 192.16,3672,79524,4.0,13.9,45.7,50.9,17.9,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.24225112392850126,0.0,20.978789337497545,Low
48113008101,Census Tract 81.01,1834,66352,10.9,22.4,97.6,24.8,33.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.24095507404720473,0.0,20.933427591652165,Low
48113018151,Census Tract 181.51,4336,97500,36.9,22.2,39.8,3.2,59.099999999999994,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.30514573315004584,0.0,23.180100660251604,Low
48113013202,Census Tract 132.02,4971,88073,31.6,12.7,75.5,7.9,44.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.24524856018990449,0.0,21.083699606646654,Low
48113013012,Census Tract 130.12,2765,180293,2.2,9.2,19.2,20.4,11.399999999999999,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.11822090456077924,0.0,16.63773165962727,Low
48113008102,Census Tract 81.02,4042,188125,6.5,14.5,18.3,31.8,21.0,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.20041855584155013,0.0,19.514649454454254,Low
48113016527,Census Tract 165.27,5126,121684,26.4,56.8,8.9,13.7,83.19999999999999,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.4571384806697295,0.0,28.499846823440535,Moderate
48113000801,Census Tract 8.01,3674,74670,28.3,36.0,69.1,25.1,64.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.3968525795826302,0.0,26.38984028539205,Moderate
48113000902,Census Tract 9.02,2703,82773,15.1,33.7,77.7,23.9,48.800000000000004,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.31575014959387726,0.0,23.551255235785703,Low
48113014142,Census Tract 141.42,2336,84048,40.9,4.4,78.9,21.5,45.3,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.2910497672372611,0.0,22.686741853304138,Low
48113012801,Census Tract 128.01,2447,80420,4.0,49.9,26.1,47.8,53.9,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.41295085522926367,0.0,26.953279933024227,Moderate
48113021200,Census Tract 212,4830,61017,4.0,83.7,32.8,11.5,87.7,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.47305667394724144,0.0,29.05698358815345,Moderate
48113007915,Census Tract 79.15,1944,73739,10.2,11.8,100.0,18.0,22.0,1,Vickery Meadow TIF,0,,,0.0,0.0,0.0,1,0,0.5,0.16405285877793185,0.4,34.241850057227616,Moderate
48113012502,Census Tract 125.02,3507,58068,3.4,71.0,33.3,17.4,74.4,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.4242575583156029,0.0,27.349014541046103,Moderate
48113012501,Census Tract 125.01,3151,91189,2.2,83.6,6.7,32.8,85.8,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.5274476257403236,0.0,30.960666900911328,Moderate
48113016635,Census Tract 166.35,3810,22881,91.6,3.3,100.0,51.4,94.89999999999999,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.6287681104585441,0.0,34.506883866049044,Moderate
48113016534,Census Tract 165.34,3832,58071,21.1,65.4,46.5,20.9,86.5,0,,0,,,0.0,0.0,0.0,0,1,0.5,0.49525755741594024,0.0,29.834014509557903,Moderate
48113007702,Census Tract 77.02,3314,146267,2.9,2.1,19.7,34.1,5.0,0,,0,A,1.0,0.0,0.0,0.0,0,0,0.0,0.1273311085342841,0.0,4.456588798699943,Low
48113007830,Census Tract 78.30,2749,40859,38.3,46.1,100.0,12.6,84.4,1,Vickery Meadow TIF,0,,,0.0,0.0,0.0,1,0,0.5,0.45986271908031356,0.4,44.59519516781098,Moderate
48113013808,Census Tract 138.08,2389,102778,5.1,24.0,19.9,6.2,29.1,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.1641441503435991,0.0,18.245045262025968,Low
48113014704,Census Tract 147.04,5160,65878,2.3,73.6,52.7,29.2,75.89999999999999,0,,0,,,0.0,0.0,0.0,0,0,0.5,0.46715521619389966,0.0,28.850432566786488,Moderate
